"p_boot","md","p_sign","p_or","poz","M","med_dl","cv0_ort","cv0_min","isaret","boot_g","sign_g","or_g","rho_m","sd_het"
0.976556851916609,-0.0275327404067292,0.890625,0.890625,2,6,-0.0143237215087757,25.2876114717133,4.26997527674296,"100001",FALSE,FALSE,FALSE,0,0.18
0.373486324571933,0.0043360314012398,0.34375,0.109375,4,6,0.00194283073542612,22.0424796321729,13.2989224751703,"111010",FALSE,FALSE,FALSE,0,0.18
0.115359676018078,0.117601035992429,0.34375,0.34375,4,6,0.0729991357834757,3.45113557068018,0.439780734330877,"101101",FALSE,FALSE,FALSE,0,0.18
0.217172145198201,0.240886958671719,0.34375,0.34375,4,6,0.0121748078847229,4.1671479830776,0.332446659648995,"011110",FALSE,FALSE,FALSE,0,0.18
0.787690338239943,-0.0109477974638237,0.65625,0.65625,3,6,-0.00189345779195382,35.8726445908681,12.813996677268,"101001",FALSE,FALSE,FALSE,0,0.18
0.0499367006978001,0.0161740587159206,0.34375,0.34375,4,6,0.0113472391514589,18.3698594343527,11.581589187836,"100111",TRUE,FALSE,FALSE,0,0.18
0.264036172602478,0.0291903848710623,0.890625,0.890625,2,6,-0.0246608956018912,91.3541999571666,18.3706208872514,"110000",FALSE,FALSE,FALSE,0,0.18
0.218714497993249,0.0615587352727423,0.34375,0.34375,4,6,0.022085109803981,2.84603190673783,0.794529240285807,"111001",FALSE,FALSE,FALSE,0,0.18
0.0487046603290927,0.0219891290080897,0.109375,0.109375,5,6,0.00548880235333837,61.5663675710036,24.0348880598283,"111011",TRUE,FALSE,FALSE,0,0.18
0.859720878810097,-0.00781618623436775,0.984375,0.984375,1,6,-0.00616848587227459,20.7323373698886,3.08457511846221,"000100",FALSE,FALSE,FALSE,0,0.18
0.121045752303828,0.0689819783498659,0.109375,0.109375,5,6,0.0969780684128678,1.94667023441584,1.08135636176682,"111011",FALSE,FALSE,FALSE,0,0.18
0.717252437994167,-0.0114816858872662,0.34375,0.34375,4,6,0.00258917787432744,17.1676788885669,1.54178216291484,"110011",FALSE,FALSE,FALSE,0,0.18
0.640811084001657,-0.00307390990439227,0.890625,0.890625,2,6,-0.00744866953349232,7.69217305371406,1.3277595186283,"110000",FALSE,FALSE,FALSE,0,0.18
0.0908281963445274,0.0234772558026329,0.34375,0.109375,4,6,0.00422136249091576,14.1990974865086,1.11793117354714,"110110",FALSE,FALSE,FALSE,0,0.18
0.176999409385074,0.0674547844651238,0.34375,0.34375,4,6,0.005544912883235,9.21051304634425,2.17812822894593,"101011",FALSE,FALSE,FALSE,0,0.18
